�ܺ�t	nr
口唇泛红 ns
脑脊液循环通路 ns
全身骨骼肌收缩 ns
抽筋 ns
粪便中发现白色节片 ns
脐尿管残余 ns
指甲类似云母 ns
足趾皮肤发黑 ns
缓脉 ns
脑膜增厚 ns
老来瘦 ns
腱鞘厚化 ns
颈椎椎节已有明显退行性变 ns
脊髓半切综合征 ns
癫痫的植物神经性发作 ns
膝后疼痛 ns
菜花耳 ns
急性疼痛 ns
冷热交替 ns
呼吸微弱 ns
脂肪浸润 ns
萎缩性痤疮 ns
X-现象 ns
心脏破裂 ns
心脏受伤 ns
汗出热不解 ns
产妇颈背酸痛 ns
血管舒张性虚脱 ns
眼球内斜 ns
冲动毁物 ns
毛细血管渗漏综合征 ns
呼吸气为腐臭味 ns
懒胆囊 ns
巩膜水肿 ns
皮肤逐渐呈暗黑色 ns
脂肪组织增生肥大 ns
进食过硬的食物口腔损伤 ns
酪氨酸血症 ns
血浆白蛋白降低 ns
内湿素盛 ns
网状色素沉着斑 ns
劳力性晕厥 ns
两肺毛玻璃样粟粒样或结节... ns
泛恶欲吐 ns
风盛血燥 ns
手腕部米粒大小硬如软骨的... ns
头部及眼后部疼痛并能听到... ns
鼻前庭部发痒 ns
大转子叩痛 ns
烦渴饮冷 ns
口腔粘膜色素沉着 ns
口及咽部烧灼感 ns
上半身热刺激性多汗 ns
反复出血 ns
嗓音粗 ns
晶状体脱位或半脱位 ns
上眼睑增厚松弛 ns
体液潴留 ns
单腿半蹲痛 ns
三叉神经一二支分布区域疼... ns
肌衄 ns
紫斑 ns
皮肤松弛起皱 ns
小儿生理性贫血 ns
腓肠肌撕裂 ns
脊椎僵直 ns
僵颈 ns
腕关节囊状的突起 ns
虹膜节段性萎缩 ns
气血失和 ns
下唇微痒增大如蚕茧硬结 ns
皮肤色素沉着呈青铜色 ns
胎儿宫内窒息 ns
蚊虫刺咬炎症 ns
股三角区压痛 ns
前臂和腕部的疼痛 ns
晶状体突出 ns
妊娠毒血症 ns
腭舌咽呼吸肌呈对称性弛缓... ns
脑灰质异常 ns
多血质 ns
鼻梁平塌 ns
鞍鼻 ns
生理性震颤 ns
内分泌功能减退 ns
激素分泌过少 ns
频繁吐黏液 ns
脉象细数 ns
抽搐无力 ns
血管内凝血 ns
轴性近视 ns
阴道粘连甚至闭锁 ns
胸膜摩擦音 ns
全身骨骼肌痉挛 ns
鼻煽 ns
四肢畸形 ns
肝气郁节 ns
子宫痉挛性狭窄环 ns
产后崩漏 ns
水冲脉 ns
陷落脉 ns
伸舌偏斜 ns
情感暴发 ns
囊样斑块 ns
脑白质萎缩 ns
眼睑闭合不全 ns
兔眼 ns
心理年龄小于生理年龄 ns
苔白而润 ns
冷痛 ns
戒断反应 ns
产后无乳汁分泌 ns
胃区包块 ns
上睑黄白色小点 ns
卵泡刺激素(FSH)增高 ns
痰呈白色黏稠胶冻状 ns
饭后口淡 ns
皮肤边缘翘起 ns
神经伤 ns
眼睑异物 ns
妊娠高血压征 ns
上腔静脉回流受阻 ns
精神运动性兴奋 ns
松果体区占位病变 ns
尿道弥漫性浸润 ns
血液粘滞度增高 ns
胆汁泛溢 ns
肩周区弥散的钝痛及放射痛 ns
继发性失眠 ns
分泌性腹泻 ns
鼻子黄色或棕色 ns
虹膜根部离断 ns
四肢湿冷 ns
角膜异物 ns
汗闭现象 ns
红细胞体积增大 ns
额横纹增深 ns
反复发作右肺感染 ns
真皮侵袭性生长 ns
胸腰段背部或臀部的疼痛 ns
过早丧失咀嚼功能 ns
场所恐惧 ns
腰部僵硬及腰前凸消失 ns
胸膜转移 ns
乳头肌断裂 ns
肠梗死 ns
颌下腺导管口有咸味或脓性... ns
内毒素血症 ns
硒缺乏 ns
收缩期杂音 ns
胃丢失蛋白 ns
婴幼儿抽风 ns
虹膜缺损 ns
双下肢突然性瘫痪 ns
叹息样呼吸 ns
无用感 ns
氨基酸尿症 ns
无名指指甲凹陷 ns
胃排空延缓 ns
节后综合症 ns
假期综合症 ns
胆囊壁纤维化 ns
吞咽发呛 ns
阴血亏损 ns
儿童髋部疼痛 ns
股前内侧及小腿内侧感觉丧... ns
跨阈步态 ns
脾萎缩 ns
肺动脉闭锁 ns
头或颈部发胀及跳动感 ns
输尿管痉挛 ns
脑衰弱综合征 ns
牙脱位 ns
巩膜小泡 ns
口唇周围麻木感刺痛 ns
排痰无力 ns
搭肩试验阳性 ns
成瘾 ns
下唇肿胀外翻 ns
膝及小腿部有广泛的瘀血斑 ns
颈部潮红 ns
性倒错 ns
低血磷 ns
低磷血症 ns
皮肤湿冷 ns
血吸虫导致的肝硬化 ns
肝着 ns
肝著 ns
肝肿 ns
手指和足趾无痛性软组织肿... ns
口舌痰包 ns
黄色油腻性鳞屑 ns
手指末端持续对称性刺痛麻... ns
角结膜干燥症 ns
干眼症 ns
干眼病 ns
高雄激素血症 ns
颅神经麻痹 ns
耳骨外翻 ns
新生儿打嗝 ns
粟粒样脓头 ns
出现喉结 ns
眉毛外侧脱落稀疏而细 ns
输乳管阻塞 ns
眼白蓝灰色或黑色斑点 ns
右心室流出道 ns
记忆力消失 ns
情绪性腹痛 ns
胃肠道淤血 ns
尿道黏膜外翻 ns
腭部可见小出血点 ns
氧分压低 ns
禀赋不足 ns
口渴引饮 ns
烦渴引饮 ns
环咽部运动障碍 ns
癔球症 ns
梅核气 ns
肾小管重吸收障碍 ns
脐疮 ns
硬腭呈半圆形隆起 ns
嗌塞 ns
咽阻塞 ns
睡眠猝死 ns
骶部可有皮赘，形成尾巴 ns
肺源性心脏衰竭 ns
学习障碍 ns
Q角异常 ns
水湿不运 ns
水湿停留 ns
水肿 ns
特殊面痣 ns
压缩型骨折 ns
消瘦严重者呈”皮包骨头”... ns
组织液渗出 ns
不能眨眼 ns
阴囊冷痛 ns
皮质功能减退 ns
剧烈眩晕，站立不稳 ns
脉数 ns
深侧鼻塞 ns
新生儿皮肤褶皱 ns
脊神经压迫 ns
中指半月甲呈粉红色 ns
拇指和食指不能对掌成完好... ns
食管腔梗阻 ns
面、颈部味觉性多汗 ns
膀胱纤维化 ns
昏睡露睛 ns
扁桃体变小而坚韧 ns
螺旋形骨折 ns
下肢中枢性瘫痪 ns
消化道憩室 ns
会阴瘘管或窦道形成 ns
鼻孔外露 ns
肝气犯肺 ns
单侧鼻腔阻塞 ns
爆裂音 ns
b ns
双足红肿热痛 ns
声音异常 ns
碱烧伤 ns
重度痛 ns
大脑发育障碍 ns
下颌角外翻 ns
鼻孔流脓 ns
腰大肌肿胀 ns
气管移位 ns
肌肉纤维震颤 ns
胎心不规则 ns
低氯性碱中毒 ns
眼压突然迅速升高 ns
呼吸中可有烂苹果味 ns
睑结膜的巨大乳头 ns
蓝黄色弱 ns
智能减退 ns
视力视野改变 ns
下部生疮 ns
坐板疮 ns
强迫恐怖症 ns
肢体僵硬感 ns
关节局部刺痛 ns
脏器衰竭 ns
热结旁流 ns
迟脉 ns
短颈 ns
脉压差低 ns
胫骨粗隆肿胀 ns
咬合关系错乱 ns
XV-现象 ns
心排血量增多 ns
心功能不全 ns
齿龈铅线 ns
精亏血竭 ns
皮肤胎痣 ns
肠道转运障碍 ns
增生性骨膜炎 ns
结脉 ns
巨痕症 ns
头颅增大 ns
唇外翻 ns
吞气 ns
急性肠扭转 ns
束臂试验阳性 ns
妊娠时出现的多毛 ns
腰大肌痉挛 ns
鼻流浊液 ns
急性下肢缺血 ns
失血过多后贫血 ns
睑内翻 ns
有机磷中毒 ns
脑血管动静脉畸形 ns
单纯性上半身消瘦型 ns
心脏结构异常 ns
心脏结构不正常 ns
角膜烧伤 ns
涕唾稠粘 ns
小指感觉消失 ns
容易发生强迫性症状或疑病... ns
强迫侧卧位 ns
小便不易排空 ns
叹气后舒服 ns
羊水中有胎粪 ns
收缩压下降 ns
皮肤黏蛋白沉积 ns
不偏向一侧，无旋转的眩晕 ns
假性眩晕 ns
骨髓象左移现象 ns
头部呈钝痛，无搏动性 ns
婴儿过胖 ns
青春期身体发育缓慢 ns
去首高血压 ns
毛发增多 ns
胸廓异常 ns
异常胸廓 ns
足和足趾不能背屈 ns
包皮垢 ns
弥漫性头痛 ns
脐部有一半球形肿块 ns
三角头畸形 ns
尿酸化异常 ns
强迫型人格障碍 ns
妊娠时持续性腹痛或腰酸腰... ns
中度精神发育迟滞 ns
牵涉性头痛 ns
血清HDL-C水平减低 ns
血清HDL-C水平减少 ns
晚发月经 ns
睑结膜充血露出黄色脓块 ns
躯体形式疼痛障碍 ns
马蹄外翻足 ns
先天性畸形足 ns
声带萎缩 ns
脑叶出血 ns
呼吸功能衰竭 ns
呼吸衰竭 ns
新生儿斜颈 ns
上唇附近，鼻旁沟和眼睑的... ns
腋部肿块 ns
摇头转颈 ns
肘部剧烈疼痛，压痛肿胀 ns
下垂肩 ns
放屁频频 ns
正常免疫球蛋白减少 ns
脑桥小脑角综合征 ns
手足抽掣 ns
肝细胞坏死 ns
肺内空洞 ns
口鼻周围发绀 ns
疼痛性股青肿 ns
病态欣快感 ns
四肢震颤 ns
颌骨呈“扇形”骨质破坏 ns
睁眼困难 ns
女性腰骶生理性前突明显 ns
胃窦狭窄 ns
骨赘大量增生 ns
乳食不化 ns
积滞 ns
婴儿说话晚 ns
光反射消失 ns
皮肤钙沉着 ns
胎心率异常 ns
瘤细胞浸润 ns
麻疹面容 ns
骨硬化 ns
胚胎发育供血不足 ns
大块软组织撕脱 ns
动眼危象 ns
动眼痉挛 ns
皮质激素依赖 ns
颧红盗汗 ns
异常矮小 ns
羊膜腔感染 ns
青少年脊柱侧凸 ns
细小黄色瘤状皮疹 ns
食指感觉消失 ns
食物下咽时颈部有气过水声... ns
软产道裂伤 ns
表演型人格障碍 ns
呕吐咖啡样物 ns
房内传导阻滞 ns
痛性脸抽搐 ns
三叉神经痛 ns
胎儿酒精影响 ns
青春前期闭经 ns
阵挛 ns
黄视 ns
肩胛带肌肉萎缩 ns
体位性震颤 ns
经闭不行 ns
颈部搏动 ns
新生儿脐部出血 ns
溶骨性损害 ns
脉搏细速 ns
血瘀阻络 ns
轻度中毒 ns
粪便排出过程异常 ns
骨皮质变薄 ns
关节韧带松弛或肌张力低 ns
g ns
脉浮紧 ns
鼠尾征 ns
对光反射迟钝 ns
脉沉缓或沉细 ns
少阴虚寒 ns
肺过度充气 ns
胞衣残留 ns
动脉呈多处伸长扭曲状 ns
指间关节不能屈曲 ns
死产 ns
口角歪斜，无法说话 ns
大块肝细胞坏死 ns
胆囊的超敏反应 ns
尾骨压痛及异常活动 ns
肠粘膜有坏死溃疡 ns
脉氧合不足 ns
疼痛弧征 ns
指甲呈半圆形 ns
晶状体移位 ns
过强反向性鼻炎 ns
皮肤含铁血黄素沉着 ns
肾栓塞 ns
代谢综合征 ns
舌乳头消失 ns
胎儿心动过缓 ns
褪黑色素增多 ns
眨眼不止 ns
淋巴结穿刺有草黄色清亮液... ns
心包压塞 ns
杯状耳 ns
脘痞 ns
夜间肩痛 ns
中度烧伤 ns
选择性缄默症 ns
心包膜发炎 ns
紧张性木僵 ns
颈肩痛 ns
健康线异常 ns
乳腺组织肥厚 ns
鼻翼厚 ns
呈开口状态而不能闭合 ns
运动性闭经 ns
21-羟化酶缺陷症 ns
伸舌样痴呆 ns
婴儿含吮时乳头刀割样疼痛... ns
器质性精神障碍 ns
桡骨茎突部局限性疼痛 ns
掌颏反射 ns
先天性骨发育不良 ns
头颈分离感 ns
眼缺陷 ns
胸腹呈矛盾运动 ns
瘀肿 ns
尿渗透压下降 ns
鹰钩鼻 ns
阵发性子宫收缩 ns
智力减低 ns
难治性腹水 ns
自觉汗臭 ns
出生后“四凹征” ns
脓苔 ns
指甲床发绀 ns
肥胖性水肿 ns
牙齿萌出异常 ns
牙齿发育过迟过早 ns
肩部运动受限 ns
粪便中排出的粪胆原增加 ns
睡眠麻痹 ns
婴幼儿外阴疼痛 ns
食管恶性病变 ns
腕关节扭挫伤 ns
指甲夹伤 ns
门齿间距增宽 ns
腹部皮肤出现白纹、粉红色... ns
无宫缩间歇 ns
咳巧克力色痰 ns
颈髓脱髓鞘性病变 ns
痴笑 ns
肺内病变 ns
心前区隆起 ns
心前区 ns
脑干损害体征 ns
心脏压塞征象 ns
心脏压塞 ns
花翳白陷 ns
小儿声带损伤 ns
无瘙痒，无肝胆疾病的皮肤... ns
假性黄疸相 ns
弱脉 ns
脂质沉积症 ns
柏油样便 ns
髌前空虚感 ns
脑穿通畸形 ns
发作性睡眠 ns
β-氨基酸尿 ns
易跌倒 ns
局部灼热 ns
直肠危象 ns
急性溶血性尿毒综合征 ns
强迫俯卧位 ns
心理年龄大于生理年龄 ns
上颈髓区病变 ns
一侧胸廓塌陷 ns
足趾屈曲挛缩 ns
脑膜刺激症状 ns
上呼吸道和口腔存在大量定... ns
指趾端干性坏死 ns
黏液脓性痰 ns
脉缓 ns
叶状脱色斑 ns
苔黄欠润 ns
药物依赖 ns
病理性赌博 ns
肝内淤胆 ns
腕关节结节样的突起 ns
婴幼儿脐部有肿物突出 ns
神经症性抑郁 ns
感觉分离 ns
分离性感觉障碍 ns
蹒跚步态 ns
无故发笑 ns
空笑 ns
傻笑 ns
寒湿浸淫 ns
迁徙性浅静脉血栓形成 ns
胎粪污染 ns
脊髓受压 ns
指甲、耳软骨出现褐色色素... ns
免疫性肾炎 ns
新生儿月经 ns
单纯骨折 ns
舌强不语 ns
上肢外展上举困难 ns
出汗减少 ns
泻药性便秘 ns
锥体束病损 ns
阳性锥体束征 ns
依赖症 ns
气腹征 ns
意识朦胧状态 ns
前臂旋后功能受限 ns
窦房结病变 ns
粘膜乳突状生长 ns
气机失调 ns
双手活动软弱无力 ns
青光眼斑 ns
手足逆冷 ns
手足厥冷 ns
脊髓出血 ns
痉挛性截瘫步态 ns
组织细胞增生 ns
胎心率改变 ns
脊髓压迫 ns
韦氏环 ns
梅毒性角膜炎 ns
实质性角膜炎 ns
流行性肌痛 ns
颈部可前屈，怕仰伸 ns
粪便中见到褐红色果实皮或... ns
剧烈神经根性痛 ns
牙缝增宽 ns
虚痛 ns
脐窝内有樱红色息肉样物 ns
下颌前突 ns
手足厥寒 ns
奇脉 ns
吸停脉 ns
入睡幻觉 ns
男型骨盆 ns
阵发性肠绞痛 ns
胃肠道排空表现 ns
腱索断裂 ns
阴道黏膜膨胀 ns
汗腺分泌体味 ns
高渗性昏迷 ns
单侧眼底出现肉芽肿性改变 ns
倦怠肢冷 ns
气压伤 ns
喉肌无力 ns
声带肌无力 ns
定位神经体征 ns
腰背部有皮毛窦 ns
面部血管纤维瘤 ns
粘液性水肿面容 ns
甲状腺功能减退面容 ns
产力异常 ns
细胞酶活性异常 ns
上行性皮肤麻木 ns
腹部中线处肿块 ns
神昏气促 ns
腹部凹陷呈舟状 ns
踝关节屈曲挛缩畸形 ns
心理伤害 ns
上唇疖肿 ns
蓝色、蓝灰色或蓝黑色丘疹 ns
胆碱能危象 ns
细网状到斑片状的色素沉着 ns
胸椎畸形 ns
甲状软骨下可触及异物撞击... ns
胰岛细胞破坏 ns
血偏酸 ns
中度痛 ns
脐腹部或胁肋部患有癖块 ns
咬伤愈合的伤口出现痛痒或... ns
睑结膜出现灰白色膜 ns
胶冻状便 ns
盆腔内有较广泛浸润 ns
卵巢缺如或发育不全 ns
瞳孔不对称 ns
嗅觉过敏 ns
肌肉发育不良 ns
气管隆突以上的损伤 ns
肠外结核 ns
高氨血症 ns
瘀血斑 ns
肘部扭伤 ns
胸腰椎损伤 ns
心理老化 ns
间歇性鼻阻塞 ns
中骨盆狭窄 ns
漏斗型狭窄 ns
肾后性肾衰 ns
大汗昏晕 ns
腋毛变稀少 ns
髓质海绵肾 ns
听觉疲劳 ns
牙齿结构异常 ns
SM累积量升高 ns
口唇渗液 ns
定向力障碍 ns
碜涩珠痛 ns
瘀血性痛经 ns
消化道激惹 ns
颈部呈僵直状 ns
速脉 ns
脊髓前角病变 ns
上肢周围性瘫痪 ns
皮肤粘膜红紫 ns
数脉 ns
病理性REM睡眠 ns
蹼状瘢痕 ns
疼痛牵引股侧 ns
冠状动脉栓塞 ns
骨无菌性坏死 ns
牙体损伤 ns
连枷胸 ns
眶周青紫 ns
肺动脉瓣狭窄杂音 ns
青盲 ns
淋巴道转移 ns
肥胖前期 ns
痛性溃疡和渗出恶臭的黄绿... ns
双侧手足徐动 ns
喘脱 ns
气虚不摄 ns
皮肤绷紧肥厚失去弹性 ns
分娩后甲状腺肿大 ns
逆行性遗忘 ns
孕妇非妊娠原因的腹痛 ns
皮窦道 ns
吞咽不利 ns
角巩膜葡萄肿 ns
肌肉肥大 ns
持续性尿蛋白 ns
辗转体位 ns
思维贫乏 ns
新生儿心力衰竭 ns
血管杂音 ns
纵隔病变 ns
肘关节不能屈曲 ns
病理性听觉适应 ns
喉结增大 ns
小支气管粘膜水肿 ns
涩脉 ns
手指发绀或坏死 ns
单纯性晕厥 ns
无胆汁粪便 ns
足踝捩伤 ns
磨牙后垫红肿 ns
心室纤颤 ns
肢端凉 ns
纵隔积气 ns
血性耳分泌物 ns
脑实质出血 ns
指甲尖有缺痕 ns
眼底异常 ns
面容憔悴早老 ns
骨髓造血细胞再生障碍 ns
舌绛苔黄燥黑 ns
肾前性肾功能不全 ns
运动气喘 ns
劳动后气喘 ns
发音改变 ns
小腿外侧及足背感觉丧失 ns
虹膜表面形成灰白色肿瘤结... ns
食管闭锁 ns
弥漫性血管角化 ns
情感高涨 ns
蓝黄色盲 ns
颈部缺血性跳痛 ns
Howship-Romberg征 ns
神经症性反应 ns
水、钠潴留性肥胖症 ns
肠道蛔虫感染 ns
眼睑呈紫红色 ns
活动受限 ns
子宫内膜梗阻 ns
肠蠕动亢进 ns
胸膺胀满 ns
髂窝部疼痛 ns
膀胱膨隆 ns
肾上腺转移 ns
局部皮肤变紧 ns
晨起前额疼，午后减轻 ns
Y-现象和菱形现象 ns
常染色体畸变 ns
高渗尿 ns
肋膜腔积水 ns
毛发色淡而呈棕色 ns
肢体障碍 ns
夏季厌食症 ns
肺气压伤 ns
眼球浮动现象 ns
听觉过敏 ns
四肢肌张力增强 ns
蓝色橡皮大疱痣 ns
怪异步态 ns
耳廓癣 ns
生长过快 ns
下肢血压偏低 ns
皮肤硬结冷时疼痛热时瘙痒 ns
侧支循环发育不充 ns
蠕动感 ns
膀胱膨出 ns
维生素E缺乏 ns
儿童行动迟缓 ns
老年妇女乳房增大 ns
埋藏齿 ns
抑郁性木僵 ns
剥夺性弱视 ns
不能露齿及突唇 ns
体象障碍 ns
新生儿手足徐动 ns
腹部可触及巨大柔软肿物 ns
皮肤表面常出现大小不一散... ns
双眼Bell现象不对称 ns
恋尸型性变态 ns
颌骨膨隆 ns
颌骨异常 ns
冠状动脉窃血现象 ns
看东西变远 ns
牙齿拥挤错位排列不齐 ns
血栓后综合征 ns
对女性物品的非正常爱好 ns
恋物癖 ns
舌淡胖嫩 ns
运动或情绪激动诱发的胸痛 ns
肢体运动不协调 ns
面具脸 ns
视野向心性缩小 ns
舌震颤 ns
成人生长激素分泌不足 ns
子宫硬如板状 ns
咯吐不爽 ns
低血糖惊厥 ns
胰岛素休克 ns
血清中高水平的谷草转氨酶... ns
气道和食管之间的瘘管 ns
易昏厥 ns
高草酸尿 ns
焦虑性适应障碍 ns
胸廓塌陷畸形 ns
站立久后的浮肿 ns
体位性浮肿 ns
食积痛 ns
胃壁僵硬 ns
牙齿上白垩色到褐色的斑块 ns
舌咽神经痛或其他内脏病引... ns
排尿过程中发生晕厥 ns
尿晕症 ns
腕下垂 ns
腕关节桡侧部位的疼痛 ns
高耸而对称的T波 ns
先天性铜代谢障碍 ns
集合管或乳头弥散性真菌浸... ns
口唇严重充血呈红色 ns
痰黏稠或脓性可有腥臭味 ns
考试综合症 ns
皮肤撕脱伤 ns
畏热 ns
鸡鸣样回声 ns
卵圆孔闭合不全 ns
肾间质纤维化 ns
新生儿头发少 ns
水湿不化 ns
温结节 ns
目垢增多 ns
食物误入气道 ns
成年后的容貌仍似儿童 ns
锥体外系损害 ns
前臂外侧和手指触电样疼痛 ns
皮肤粘膜色素斑 ns
皮肤黏膜紫斑 ns
恶性近视 ns
进行性近视 ns
高粘滞综合征 ns
腊肠趾 ns
绝汗 ns
脱汗 ns
头皮撕裂伤 ns
淋巴管破裂 ns
左侧卧时右腰呈空音，右侧... ns
Ballance征 ns
小肠扩张充气 ns
老化松弛性眼袋 ns
眼底樱桃红斑 ns
咽干烘热 ns
鼻窦气压伤 ns
小儿明显瘦小 ns
�动脉搏动减弱或消失 ns
结肠内形成坚硬的粪石 ns
鼓肠 ns
肛门外括约肌断裂 ns
面赤唇紫 ns
软腭浅表溃疡 ns
下睑外翻 ns
眼肌瘫痪 ns
腺体结节 ns
淀粉样蛋白沉积 ns
脐周阵发性绞痛 ns
思维奔逸 ns
肌肉目闰动 ns
哭泣样尖叫 ns
脑性尖叫 ns
肘部的肿胀压痛 ns
心功能不全 ns
蜕膜残留 ns
精神依赖性 ns
心理依赖性 ns
水泡性烧伤 ns
单侧面部萎缩 ns
单瘫 ns
呼吸气为蒜臭味 ns
压榨样绞痛 ns
指甲上起小细粒 ns
环甲肌失去收缩或牵引感 ns
胸腔出口综合征 ns
深痱 ns
身体摇晃征 ns
低射血分数 ns
耳窍壅肿 ns
肝被膜紧张 ns
小儿前囟凹陷 ns
青少年膝痛 ns
洪脉 ns
乳酸蓄积过多 ns
妊娠期胸痛 ns
异位性心动过速 ns
胸部大片斑块 ns
呼吸音低 ns
上臂短于前臂，小腿短于大... ns
红细胞呈钱串状 ns
高蛋白血症 ns
肝内管梗阻 ns
胸腹壁浅在条索伴疼痛或牵... ns
代脉 ns
动脉造影异常 ns
红细胞畸形 ns
脉濡弱 ns
牙齿呈黄色浅灰色或深灰 ns
无梦 ns
无梦睡眠 ns
头部偏向一侧做扭转运动 ns
肢体忽冷忽热，时红时白 ns
腹式反常呼吸 ns
肝炎导致的化脓结痂 ns
髋外侧酸胀 ns
外耳道癣 ns
羞明 ns
羞明畏日 ns
怕日羞明 ns
畏日 ns
恶日 ns
畏明 ns
酒精性胃黏膜损伤 ns
电生理异常 ns
新生儿震颤 ns
获得性肥胖 ns
肢端发绀 ns
裂腭 ns
虚脉 ns
骨髓损害 ns
马尾综合征 ns
舌运动受限 ns
口腔唇系带粗大 ns
阵发性或强直性惊厥 ns
腹部“柔韧感”体征 ns
巩膜外层炎 ns
痉笑面容 ns
肺纹理减少 ns
绞窄性肠梗阻 ns
胸椎腰化 ns
喉结不明显 ns
废用性弱视 ns
上呼吸道粘膜刺激症状 ns
心尖搏动弥散 ns
筋惕肉� ns
讲话频率小，不能发高音 ns
眼部烧伤感 ns
肠壁坏死 ns
极速型心率 ns
发育性骨盆异常 ns
眼距宽阔 ns
贪食 ns
胎寒 ns
下半身消瘦型 ns
发育性畸形 ns
幽门肌肥大 ns
脂肪痢 ns
轻度痛 ns
闭症 ns
肛门有黑色肿块脱出 ns
神经肌肉症状 ns
自动症 ns
手术创伤 ns
耳核肿痛 ns
臀中肌麻痹步态 ns
吸气时鼻腔阻塞 ns
情绪性哮喘 ns
情绪性疲劳 ns
鼻中隔或鼻腔内软骨暴露 ns
双侧肾上腺皮质增生 ns
甲状旁腺机能减退 ns
精神变态 ns
耻骨直肠肌痉挛性肥大 ns
伸臂握手疼痛 ns
跌倒发作 ns
无动作性发作 ns
失张力发作 ns
髓核脱水 ns
进行性痴呆 ns
苔薄黄 ns
毛窍闭塞 ns
指尖边缘指甲有凹陷 ns
吐弄舌 ns
口唇发黄 ns
硬脊膜膨出 ns
腿外侧质软半球形包块 ns
色汗 ns
眼底发现黄斑呈带灰色变色 ns
球后溃疡 ns
癫痫伴发的神经症 ns
凝视麻痹 ns
视神经的原发性萎缩 ns
脚趾皮肤黄泡后紫黑 ns
肾脏受累 ns
坠痛 ns
新生儿红尿 ns
膝盖砸伤肿痛 ns
胰腺纤维化 ns
黏液尿 ns
手指撞伤 ns
一时性便秘 ns
耳前庭听觉失衡 ns
小腿以下缺血 ns
思维破裂 ns
手掌呈黑色 ns
全身肌张力障碍 ns
角膜上皮糜烂 ns
上唇肥厚 ns
气道变窄 ns
等渗尿 ns
胰石阻塞 ns
良性假肥大型肌营养不良症 ns
脉细欲绝 ns
胎儿宫内骨折 ns
口角下垂 ns
扁桃体小或缺如 ns
胫前黑斑 ns
腕关节圆形的软包块 ns
皮肤呈实质性非凹陷性发硬 ns
眼眶内持续性、针刺或撕扯... ns
血清抗GBM抗体阳性 ns
关节强硬 ns
结肠黑变 ns
细颗粒管型 ns
肌病步态 ns
双上眼睑的水肿性紫红色斑 ns
呼气中有甜臭味 ns
吐血衄血 ns
中心暗点扩大 ns
斜头畸形 ns
心音遥远 ns
牙齿小而稀疏 ns
化学性支气管炎 ns
苔藓样变 ns
原发灶不明的转移灶 ns
